EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES - EBSERH;;;;;;;;;
HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO MARANHÃO - HU-UFMA;;;;;;;;;
;;;;;;;;;
MOVIMENTAÇÃO FINANCEIRA;;;;;;;;;
ATUALIZADO ATÉ: NOVEMBRO/2020;;;;;;;;;
;;;;;;;;;
MÊS;DATA DE RECEBIMENTO;CÓDIGO UG EMITENTE;DESCRIÇÃO DA UG EMITENTE;CATEGORIA DO GASTO;PROGRAMAÇÃO FINANCEIRA;VINCULAÇÃO DO PAGAMENTO;CÓDIGO DA FONTE DO RECURSO;OBSERVAÇÃO;VALOR
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000060;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE802976 AUTOR: BANCADA DO MARANHAO;R$ 10.499,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000061;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803003 AUTOR: BANCADA DO MARANHAO;R$ 8.070,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000062;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE802971 AUTOR: BANCADA DO MARANHAO;R$ 3.199,92
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000063;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE804001 AUTOR: BANCADA DO MARANHAO;R$ 4.861,20
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000064;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803670 AUTOR: BANCADA DO MARANHAO;R$ 51.480,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000065;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803573 AUTOR: BANCADA DO MARANHAO;R$ 1.932.913,46
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000066;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803666 AUTOR: BANCADA DO MARANHAO;R$ 10.200,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000067;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803732 AUTOR: BANCADA DO MARANHAO;R$ 76.945,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000068;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803672 AUTOR: BANCADA DO MARANHAO;R$ 44.600,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000069;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803798 AUTOR: BANCADA DO MARANHAO;R$ 219.700,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000070;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803671 AUTOR: BANCADA DO MARANHAO;R$ 5.975,76
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000071;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803994 AUTOR: BANCADA DO MARANHAO;R$ 342.000,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000072;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803563 AUTOR: BANCADA DO MARANHAO;R$ 279.040,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000073;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803811 AUTOR: BANCADA DO MARANHAO;R$ 26.394,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000074;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803790 AUTOR: BANCADA DO MARANHAO;R$ 24.700,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000075;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803613 AUTOR: BANCADA DO MARANHAO;R$ 569.030,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000076;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803796 AUTOR: BANCADA DO MARANHAO;R$ 111.600,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000077;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803815 AUTOR: BANCADA DO MARANHAO;R$ 85.000,00
MAR;03/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000078;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803669 AUTOR: BANCADA DO MARANHAO;R$ 98.750,00
MAR;05/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001277;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 04.03.20.;R$ 11.053,00
MAR;05/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001405;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6300000300; REPASSE FINANCEIRO CONFORME APURACAO EM 04.03.2020 - TETO MAC - PARCELA 12/2019 - COMP. 11/2019 ;R$ 15.278,14
MAR;05/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;INVESTIMENTO;155007264432020PF001278;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 04.03.20.;R$ 628.149,86
MAR;05/03/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441053;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002582;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2018 - PROC. 25000156894201850 - MA/EBSERH HU-UFMA - 155010-26443;R$ 19.351,68
MAR;06/03/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;INVESTIMENTO;257001000012020PF440684;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151019460;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000064494201908 - MA/EBSERH HU-UFMA - 155010-26443;R$ 133.120,00
MAR;12/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001427;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915002;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 11.03.20.;R$ 1.242,70
MAR;12/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001428;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 11.03.20.;R$ 4.278,45
MAR;12/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001429;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8250264430;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 11.03.20.;R$ 226.108,44
MAR;12/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001553;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 11.03.2020 - TETO MAC - PARCELA 03/2020 - COMP. 02/2020;R$ 4.456.533,20
MAR;12/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001555;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6300000300; REPASSE FINANCEIRO CONFORME APURACAO EM 11.03.2020 - TETO MAC - PARCELA 12/2019 - COMP. 11/2019 ;R$ 18.668,17
MAR;12/03/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441182;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151003874;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000213391201970 - MA/EBSERH HU-UFMA - 155010-26443;R$ 17.573,02
MAR;12/03/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;INVESTIMENTO;257001000012020PF441102;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151019460;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000064494201908 - MA/EBSERH HU-UFMA - 155010-26443;R$ 67.220,00
MAR;16/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;OUTRAS DESPESAS CORRENTES;154041152582020PF000085;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8142261010;LIBERACAO DE FINANCEIRO REF. TED 8480, CONFORME 2020PF001176(152734/0001).;R$ 1.716.090,53
MAR;19/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001634;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915002;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 18.03.20.;R$ 6.421,76
MAR;19/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001635;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107; REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 18.03.20. ;R$ 28.842,07
MAR;19/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001767;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300; REPASSE FINANCEIRO CONFORME APURACAO EM 18.03.2020 - TETO MAC - PARCELA 03/2020 - COMP. 02/2020 ;R$ 1.744.889,87
MAR;19/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000087;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803812 AUTOR: BANCADA DO MARANHAO.;R$ 79.000,00
MAR;19/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000088;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE803957 AUTOR: BANCADA DO MARANHAO;R$ 97.000,00
MAR;19/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000089;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE804222 AUTOR: BANCADA DO MARANHAO;R$ 37.200,00
MAR;19/03/2020;154041;FUNDACAO UNIVERSIDADE DO MARANHAO;INVESTIMENTO;154041152582020PF000090;CUST/INV-EMENDAS IMPOSITIVAS DE BANCADA RP7;8188000000;LIBERACAO EMENDAS PARLAMENTARES - EMENDA: 71110011 PTRES: 151404 UO: 26394 UG: 155010 EMPENHO: 2019NE804223 AUTOR: BANCADA DO MARANHAO;R$ 6.799,00
MAR;19/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001703;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100150714;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 18.03.20. PASEP.;R$ 94.114,05
MAR;25/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001871;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100150714; REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 25.03.20. ;R$ 400,00
MAR;25/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001875;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 25.03.20.;R$ 19.855,15
MAR;25/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001972;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 25.03.2020 - TETO MAC - PARCELA 03/2020 - COMP. 02/2020;R$ 471.941,68
MAR;25/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001973;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 25.03.2020 - TETO MAC - PARCELA 04/2020 - COMP. 03/2020;R$ 350.000,00
MAR;25/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001974;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6300000300;REPASSE FINANCEIRO CONFORME APURACAO EM 25.03.2020 - TETO MAC - PARCELA 12/2019 - COMP. 11/2019;R$ 92.328,02
MAR;25/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF001975;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 25.03.2020 - FAEC     - PARCELA E COMP. 12/2019;R$ 70.000,00
MAR;25/03/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;INVESTIMENTO;155007264432020PF001873;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100150714;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 25.03.20.;R$ 4.620,00
MAR;25/03/2020;155914;HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO;OUTRAS DESPESAS CORRENTES;155914264432020PF000002;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;TRANSFERENCIA DE RECURSO PARA COMPENSACAO DOS CUSTOS REFERENTES A EXAMES HISTOŽPATOLOGICOS, COMPREENDENDO O PERIODO DE 02/07/2019 A 15/10/2019,CONFORME ACOR-ŽDO DE COOPERACAO TECNICA - SEI 3/2019. PROC.SEI 23523.032234/2018-50;R$ 7.404,05
ABR;01/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002014;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 01.04.20.;R$ 104,00
ABR;01/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002015;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 01.04.20.;R$ 586.219,71
ABR;01/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002130;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 01.04.2020 - TETO MAC - PARCELA 04/2020 - COMP. 03/2020;R$ 1.500.000,00
ABR;01/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002136;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6300000300;REPASSE FINANCEIRO CONFORME APURACAO EM 01.04.2020 - TETO MAC - PARCELA 12/2019 - COMP. 11/2019;R$ 4.844,98
ABR;03/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441436;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002788;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000178188201940 - MA/EBSERH HU-UFMA - 155010-26443;R$ 39.963,26
ABR;03/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441538;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002171;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000138754201981 - MA/EBSERH HU-UFMA - 155010-26443;R$ 68.310,78
ABR;03/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441570;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151001416;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000108626201911 - MA/EBSERH HU-UFMA - 155010-26443;R$ 30.660,34
ABR;03/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441588;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151002582;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2018 - PROC. 25000156894201850 - MA/EBSERH HU-UFMA - 155010-26443;R$ 39.898,55
ABR;03/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441608;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151019459;PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000064498201988 - MA/EBSERH HU-UFMA - 155010-26443;R$ 6.147,95
ABR;03/04/2020;257001;DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE;OUTRAS DESPESAS CORRENTES;257001000012020PF441631;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;151003874; PAG. ESTRAT. 61869-PROGRAMA DE RESTRUTURACAO DOS HOSPITAIS UNIVERSITARIOS (REHUF) - COMP. DEZ DE 2019 - PROC. 25000213391201970 - MA/EBSERH HU-UFMA - 155010-26443 ;R$ 1.345,19
ABR;06/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002169;CREDITOS EXTRAORDINARIOS;100915002;REPASSE FINANCEIRO REFERENTE A ACAO 21C0 CONFORME APURACAO EM 03.04.20.;R$ 2.192.144,85
ABR;06/04/2020;155180;EBSERH HU-UNIVASF;OUTRAS DESPESAS CORRENTES;155180264432020PF000001;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;SUB-REPASSE DE RECURSOS FINANCEIROS PARA COMPENSACAO DOS CUSTOS DE EXAMES HISTOPATOLOGICOS REALIZADOS PELA EBSERH HU-UFMA EM FAVOR DA EBSERH HU-UNIVASF, TERMO DE COOPERACAO TECNICA 01/2019, PROCESSO SEI: 23542.000497/2018-71.;R$ 4.328,70
ABR;07/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002229;CREDITOS EXTRAORDINARIOS;100915002;REPASSE FINANCEIRO REFERENTE A ACAO 21C0 CONFORME APURACAO EM 07.04.20.;R$ 2.437.835,21
ABR;08/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002383;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300;REPASSE FINANCEIRO CONFORME APURACAO EM 08.04.2020 - TETO MAC - PARCELA 04/2020 - COMP. 03/2020;R$ 300.000,00
ABR;08/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002384;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6300000300; REPASSE FINANCEIRO CONFORME APURACAO EM 08.04.2020 - TETO MAC - PARCELA 12/2019 - COMP. 11/2019 ;R$ 900,00
ABR;09/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002398;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400; REPASSE FINANCEIRO CONFORME APURACAO EM 08.04.2020 - FAEC     - PARCELA E COMP. 12/2019 ;R$ 442.783,27
ABR;09/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002399;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 08.04.20.;R$ 1.268.533,75
ABR;09/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002397;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000400;REPASSE FINANCEIRO CONFORME APURACAO EM 08.04.2020 - FAEC     - PARCELA E COMP. 01/2020;R$ 600.000,00
ABR;15/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002431;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 15.04.20.;R$ 104,00
ABR;15/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002432;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915107;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 15.04.20.;R$ 1.268.533,75
ABR;15/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002522;PAG.DE DESPESA OBRIGATORIA- RESUL.PRIM=1;6153000300; REPASSE FINANCEIRO CONFORME APURACAO EM 15.04.2020 - TETO MAC - PARCELA 02/2020 - COMP. 01/2020 ;R$ 2.000.000,00
ABR;16/04/2020;155007;EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES;OUTRAS DESPESAS CORRENTES;155007264432020PF002550;CUSTEIO/INVESTIMENTO - RESUL.PRIM = 2;8100915002;REPASSE FINANCEIRO REFERENTE A OCC EBSERH CONFORME APURACAO EM 15.04.20.;R$ 4.000,00
